Items,densite,melt,COULEUR,I_CM,I_G,I_F
HDPE,0.96,0.5,MIX,EXT,1.0,RG
HDPE,0.96,0.5,MIX,EXT,R,RG
HMW,0.965,11.0,MIX,EXT,2.0,RP
LDPE,0.925,1.8,MIX,OFF,2.0,RP
LDPE,0.925,1.2,MIX,OFF,2.0,RP
LDPE,0.925,1.1,MIX,OFF,1.0,RP
LDPE,0.925,0.89,MIX,OFF,1.0,RP
HMW,0.965,8.0,MIX,EXT,HF,RP
HDPE,0.956,0.26,MIX,EXT,MEL,RG
HDPE,0.965,0.27,MIX,EXT,E,RG
LDPE,0.975,0.82,MIX,EXT,MEL,RP
HDPE,0.951,0.25,MIX,EXT,MEL,RG
HDPE,0.92,0.36,MIX,EXT,T,D
HDPE,0.973,0.38,MIX,EXT,MEL,RG
HDPE,0.975,0.55,MIX,EXT,CH,RG
HDPE,0.975,0.44,MIX,EXT,CH,RG
HDPE,0.975,0.44,MIX,EXT,C,RG
HDPE,0.92,6.0,MIX,INJ,FO,RG
HDPE,0.952,0.12,MIX,EXT,HF,RP
HDPE,0.95,3.9,BK,INJ,1.0,RP
HDPE,0.973,0.47,MIX,EXT,HF,RP
HDPE,0.972,0.47,MIX,EXT,HF,RP
HDPE,0.972,0.45,MIX,EXT,HF,RP
HDPE,0.972,0.44,MIX,EXT,HF,RP
HMW,0.954,12.0,MIX,EXT,HF,RP
HDPE,0.956,9.0,MIX,EXT,HF,RP
HDPE,0.961,11.0,MIX,EXT,HF,RP
HDPE,0.957,10.0,BK,INJ,1.0,RP
HMW,0.952,5.0,MIX,EXT,HF,RP
HDPE,0.972,0.33,MIX,EXT,HF,RP
HDPE,0.954,0.22,MIX,EXT,HF,RP
HDPE,0.954,0.3,MIX,EXT,HF,RP
HDPE,0.961,3.8,MIX,EXT,HF,RP
HDPE,0.954,0.26,MIX,EXT,HF,RP
LDPE,0.92,5.8,NAT,OFF,MEL,WS
LDPE,0.932,3.7,YELI,OFF,MEL,WS
LDPE,0.925,1.7,NAT,OFF,MEL,WS
LDPE,0.925,7.2,YELI,OFF,MEL,WS
LDPE,0.952,14.0,BK,OFF,CH,RP
LDPE,0.975,11.0,NAT,OFF,MEL,WS
LDPE,0.975,8.4,BE,OFF,MEL,RP
LDPE,0.932,23.0,YELI,OFF,MEL,WS
LDPE,0.925,18.0,YELI,OFF,MEL,WS
HDPE,0.961,2.4,MIX,OFF,2.0,RP
HDPE,0.952,0.54,MIX,EXT,2.0,RP
HDPE,0.954,0.23,MIX,EXT,HF,RP
HDPE,0.961,0.23,MIX,EXT,HF,RP
HDPE,0.954,0.37,MIX,EXT,HF,RP
HDPE,0.958,0.27,MIX,EXT,2.0,RP
HDPE,0.958,0.3,MIX,EXT,2.0,RP
HDPE,0.958,0.26,MIX,EXT,1.0,RP
HDPE,0.92,1.1,MIX,EXT,FO,RG
HDPE,0.92,0.41,MIX,EXT,FO,RG
LDPE,0.975,4.6,NAT,OFF,CH,RP
LDPE,0.942,8.6,NAT,OFF,MEL,RP
LDPE,0.92,12.4,NAT,OFF,MEL,RP
LDPE,0.975,5.4,NAT,OFF,CH,RP
LDPE,0.942,19.0,NAT,OFF,MEL,WS
LDPE,0.975,14.3,NAT,OFF,CH,RP
LDPE,0.975,17.0,NAT,OFF,CH,RP
LDPE,0.946,2.0,NAT,OFF,CH,RP
LDPE,0.975,2.1,NAT,OFF,CH,RP
LDPE,0.975,18.4,NAT,OFF,CH,RP
LDPE,0.975,6.6,NAT,OFF,CH,RP
LDPE,0.975,6.0,NAT,OFF,CH,RP
LDPE,0.942,2.0,NAT,OFF,MEL,RP
LDPE,0.4,7.4,YEL,OFF,MEL,RP
LDPE,0.946,6.5,NAT,OFF,MEL,RP
LDPE,0.92,1.4,NAT,OFF,MEL,RP
LDPE,0.975,6.4,MIX,OFF,CH,RP
LDPE,0.92,7.3,NAT,OFF,MEL,RP
LDPE,0.975,18.0,NAT,OFF,CH,RP
LDPE,0.946,3.4,NAT,OFF,MEL,RP
LDPE,0.92,5.1,NAT,OFF,MEL,WS
LDPE,0.975,7.7,MIX,OFF,CH,RP
LDPE,0.925,2.1,NAT,OFF,MEL,WS
HDPE,0.958,0.17,MIX,EXT,HF,RP
HDPE,0.956,13.0,BK,INJ,1.0,RG
HMW,0.946,13.0,MIX,EXT,MEL,RG
HMW,0.954,9.0,MIX,EXT,MEL,RG
HMW,0.954,8.0,MIX,EXT,MEL,RG
HMW,0.961,6.0,MIX,EXT,MEL,RG
HMW,0.954,11.0,MIX,EXT,MEL,RG
HMW,0.949,13.0,MIX,EXT,MEL,RG
HMW,0.949,10.0,MIX,EXT,MEL,RG
HMW,0.951,8.0,MIX,EXT,MEL,RG
HDPE,0.968,4.7,BK,INJ,1.0,RP
HDPE,0.975,0.25,MIX,EXT,CH,RP
HDPE,0.975,0.26,MIX,EXT,CH,RP
HDPE,0.975,0.36,MIX,EXT,CH,RP
HDPE,0.942,0.26,MIX,EXT,MEL,RG
HDPE,0.938,0.56,MIX,EXT,C,RG
HDPE,0.965,0.16,MIX,EXT,CH,RP
HDPE,0.975,0.22,MIX,EXT,CH,RP
HDPE,0.951,4.4,MIX,INJ,MEL,RG
LDPE,0.938,7.4,NAT,OFF,1.0,WS
LDPE,0.925,16.0,MIX,INJ,MEL,RG
LDPE,0.925,14.0,MIX,INJ,MEL,RG
HDPE,0.938,0.62,MIX,EXT,E,RG
PE/PP,0.942,0.82,MIX,EXT,MEL,RG
PE/PP,0.942,0.49,MIX,EXT,MEL,RG
MDPE,0.938,0.84,MIX,EXT,MEL,RG
HDPE,0.965,0.28,MIX,EXT,E,RG
HDPE,0.951,0.29,MIX,EXT,E,RG
HDPE,0.965,0.26,MIX,EXT,E,RG
HDPE,0.951,0.32,MIX,EXT,E,RG
HDPE,0.951,0.28,MIX,EXT,E,RG
HDPE,0.951,0.26,MIX,EXT,E,RG
MDPE,0.932,3.3,MIX,OFF,MEL,RG
MDPE,0.932,3.2,MIX,OFF,MEL,RG
MDPE,0.932,3.1,MIX,OFF,MEL,RG
HDPE,0.963,0.57,MIX,EXT,1.0,RP
HDPE,0.961,0.27,BK,EXT,E,RG
HDPE,0.958,0.32,BK,EXT,E,RG
HDPE,0.942,0.15,BK,EXT,E,RG
HDPE,0.954,0.14,BK,EXT,E,RG
HDPE,0.954,0.15,BK,EXT,E,RG
HDPE,0.954,0.17,BK,EXT,E,RG
HDPE,0.965,3.3,BK,INJ,1.0,RP
HDPE,0.965,3.2,BK,INJ,1.0,RP
HDPE,0.973,0.63,MIX,EXT,1.0,RG
HDPE,0.965,0.35,MIX,EXT,E,RG
HDPE,0.951,0.14,MIX,EXT,E,RG
HDPE,0.965,9.0,BK,INJ,1.0,RP
HDPE,0.975,0.52,MIX,EXT,1.0,RG
HDPE,0.954,0.27,MIX,EXT,E,RG
HDPE,0.954,0.35,MIX,EXT,E,RG
HDPE,0.954,0.26,MIX,EXT,E,RG
HDPE,0.954,0.36,MIX,EXT,E,RG
HDPE,0.951,0.23,MIX,EXT,MEL,RG
HDPE,0.956,0.24,MIX,EXT,1.0,RP
HDPE,0.956,0.29,MIX,EXT,2.0,RP
HDPE,0.954,0.14,MIX,EXT,HF,RP
HDPE,0.956,0.22,MIX,EXT,1.0,RP
HDPE,0.956,0.31,MIX,EXT,HF,RP
HDPE,0.956,0.19,MIX,EXT,1.0,RP
HDPE,0.956,0.46,MIX,EXT,HF,RP
HDPE,0.958,0.2,MIX,EXT,1.0,RP
HDPE,0.956,0.21,MIX,EXT,E,RG
HDPE,0.956,0.25,MIX,EXT,E,RG
HDPE,0.954,0.15,MIX,EXT,E,RG
HDPE,0.956,0.39,MIX,EXT,E,RG
HDPE,0.956,0.35,MIX,EXT,E,RG
HDPE,0.956,0.43,MIX,EXT,E,RG
HDPE,0.951,0.2,MIX,EXT,HF,RP
HDPE,0.951,5.9,MIX,INJ,MEL,RG
HDPE,0.965,0.3,MIX,EXT,HF,RP
MDPE,0.942,2.3,MIX,OFF,FO,RG
MDPE,0.938,2.4,MIX,OFF,FO,RG
MDPE,0.937,4.6,MIX,OFF,MEL,RG
HDPE,0.951,0.34,MIX,EXT,MEL,RG
HDPE,0.975,0.18,MIX,EXT,MEL,RG
HDPE,0.956,10.0,MIX,EXT,MEL,RG
LDPE,0.925,0.49,WH,EXT,MEL,RP
HDPE,0.975,0.47,MIX,EXT,MEL,RG
HDPE,0.951,0.18,MIX,EXT,MEL,RG
HDPE,0.937,0.67,MIX,EXT,MEL,RG
LDPE,0.925,0.95,NAT,EXT,MEL,RP
HDPE,0.942,0.57,MIX,EXT,MEL,RG
HDPE,0.925,0.91,MIX,EXT,MEL,RG
HDPE,0.965,0.41,MIX,EXT,HF,RP
HDPE,0.965,0.31,MIX,EXT,2.0,RP
HDPE,0.958,0.79,MIX,EXT,2.0,RP
LDPE,0.925,16.0,MIX,INJ,R,RG
HDPE,0.965,0.29,MIX,EXT,HF,RP
HDPE,0.965,0.35,MIX,EXT,HF,RP
LDPE,0.962,0.59,BK,EXT,CH,RG
HDPE,0.965,0.14,MIX,EXT,1.0,RP
HDPE,0.965,0.19,MIX,EXT,1.0,RP
HDPE,0.965,0.23,MIX,EXT,1.0,RP
HDPE,0.965,0.38,MIX,EXT,HF,RP
HDPE,0.965,0.39,MIX,EXT,HF,RP
HDPE,0.942,1.8,MIX,OFF,HF,RP
HDPE,0.965,0.67,MIX,EXT,HF,RP
HDPE,0.961,0.27,MIX,EXT,1.0,RP
LDPE,0.932,3.0,MIX,OFF,MEL,RG
HDPE,0.965,0.21,MIX,EXT,1.0,RP
HDPE,0.965,0.37,MIX,EXT,1.0,RP
LDPE,0.932,1.4,BK,OFF,1.0,RP
LDPE,0.932,1.1,BK,OFF,1.0,RP
LDPE,0.932,1.2,BK,OFF,1.0,RP
HDPE,0.975,0.43,MIX,EXT,HF,RP
HDPE,0.975,0.39,MIX,EXT,HF,RP
HDPE,0.965,3.5,MIX,OFF,1.0,RP
HDPE,0.965,2.4,MIX,OFF,1.0,RP
HDPE,0.961,0.37,MIX,EXT,1.0,RP
HDPE,0.958,7.2,MIX,INJ,MEL,RG
HDPE,0.961,0.34,MIX,EXT,1.0,RP
HDPE,0.954,5.8,MIX,INJ,E,RG
HDPE,0.954,0.32,MIX,EXT,MEL,RG
HDPE,0.951,0.3,MIX,EXT,MEL,RG
HDPE,0.969,0.36,MIX,EXT,MEL,RG
LDPE,0.973,2.5,MIX,OFF,CH,RP
LDPE,0.925,0.7,MIX,EXT,MEL,RP
LDPE,0.954,0.59,MIX,EXT,MEL,RP
HMW,0.965,0.19,MIX,EXT,MEL,RG
HDPE,0.928,0.38,MIX,EXT,E,RG
HDPE,0.928,0.38,MIX,EXT,L,RG
MDPE,0.937,5.4,MIX,INJ,E,RG
MDPE,0.937,4.0,MIX,INJ,E,RG
MDPE,0.932,3.1,MIX,INJ,E,RG
MDPE,0.937,3.4,MIX,INJ,E,RG
MDPE,0.937,3.3,MIX,INJ,E,RG
HDPE,0.941,0.34,MIX,EXT,E,RG
HDPE,0.941,0.34,MIX,EXT,R,RG
HDPE,0.969,0.16,MIX,EXT,1.0,RP
HDPE,0.969,0.17,MIX,EXT,1.0,RP
HDPE,0.969,0.18,MIX,EXT,1.0,RP
MDPE,0.942,3.5,MIX,OFF,1.0,RP
MDPE,0.942,4.1,MIX,OFF,1.0,RP
MDPE,0.942,4.7,MIX,OFF,1.0,RP
MDPE,0.942,4.5,MIX,OFF,1.0,RP
MDPE,0.942,4.3,MIX,OFF,1.0,RP
MDPE,0.942,5.2,MIX,OFF,1.0,RP
MDPE,0.942,6.1,MIX,OFF,1.0,RP
HDPE,0.965,2.5,BK,INJ,1.0,RP
HDPE,0.965,3.1,BK,INJ,1.0,RP
HDPE,0.965,2.7,BK,INJ,1.0,RP
HDPE,0.965,2.6,BK,INJ,1.0,RP
HDPE,0.965,4.7,BK,INJ,MEL,RP
HDPE,0.956,3.1,BK,INJ,1.0,RP
HDPE,0.965,3.0,BK,INJ,1.0,RP
HDPE,0.965,1.5,BK,INJ,2.0,RP
HDPE,0.974,0.32,MIX,EXT,HF,RP
HDPE,0.956,2.3,MIX,INJ,MEL,RG
HDPE,0.946,2.0,MIX,INJ,MEL,RG
HDPE,0.965,0.46,MIX,EXT,MEL,RG
HDPE,0.965,0.45,MIX,EXT,MEL,RG
HDPE,0.965,0.66,MIX,EXT,MEL,RG
HDPE,0.975,0.64,MIX,EXT,CH,RG
HDPE,0.975,0.6,MIX,EXT,CH,RG
HDPE,0.975,0.46,MIX,EXT,CH,RG
HDPE,0.954,0.32,MIX,EXT,C,RG
HDPE,0.951,5.1,MIX,INJ,E,RG
PE/PP,0.942,0.39,MIX,EXT,C,RG
HDPE,0.954,0.49,MIX,EXT,C,RG
HDPE,0.942,4.3,MIX,INJ,E,RG
HDPE,0.942,1.1,MIX,EXT,E,RG
HDPE,0.952,0.9,MIX,EXT,C,RG
HDPE,0.956,3.8,MIX,INJ,E,RG
HDPE,0.956,2.6,MIX,OFF,C,RG
HDPE,0.954,0.65,MIX,EXT,C,RG
HDPE,0.956,0.63,MIX,EXT,C,RG
HDPE,0.954,0.45,MIX,EXT,C,RG
HDPE,0.954,0.66,MIX,EXT,C,RG
HDPE,0.956,0.54,MIX,EXT,C,RG
HDPE,0.965,0.36,MIX,EXT,E,RG
HDPE,0.925,0.59,MIX,OFF,S,RG
HDPE,0.932,0.71,MIX,OFF,S,RG
HDPE,0.932,0.6,MIX,OFF,S,RG
HDPE,0.932,0.64,MIX,OFF,S,RG
HDPE,0.961,0.33,MIX,EXT,E,RG
HDPE,0.965,0.44,MIX,EXT,E,RG
HDPE,0.969,0.45,MIX,EXT,E,RG
HDPE,0.956,0.19,MIX,EXT,HF,RP
HDPE,0.961,0.37,MIX,EXT,HF,RP
HDPE,0.961,0.5,MIX,EXT,1.0,RP
HDPE,0.965,3.9,BK,INJ,MEL,RP
HDPE,0.965,0.71,MIX,EXT,HF,RP
HDPE,0.928,0.46,MIX,EXT,E,RG
HDPE,0.962,0.33,MIX,EXT,E,RG
HDPE,0.951,0.43,MIX,EXT,E,RG
HDPE,0.961,0.18,MIX,EXT,E,RG
HDPE,0.965,0.48,MIX,EXT,HF,RP
HDPE,0.965,0.47,MIX,EXT,HF,RP
HDPE,0.962,0.32,MIX,EXT,HF,RP
HDPE,0.969,0.56,MIX,EXT,E,RG
LDPE,0.932,9.7,BLU,INJ,1.0,RP
HDPE,0.956,0.32,MIX,EXT,HF,RP
HDPE,0.961,0.29,MIX,EXT,C,RP
HDPE,0.956,15.0,BK,INJ,1.0,RG
HDPE,0.965,7.6,BLU,INJ,1.0,RG
HDPE,0.975,0.44,MIX,EXT,1.0,RG
HDPE,0.951,12.0,MIX,INJ,MEL,RG
HDPE,0.942,2.8,MIX,INJ,MEL,RG
HDPE,0.949,4.9,MIX,INJ,MEL,RG
HDPE,0.951,15.0,MIX,INJ,MEL,RG
HMW,0.958,15.0,MIX,EXT,HF,RP
HDPE,0.958,0.21,MIX,EXT,2.0,RP
HMW,0.958,8.0,MIX,EXT,HF,RP
HMW,0.952,11.0,MIX,EXT,HF,RP
HDPE,0.965,0.29,MIX,EXT,E,RG
LDPE,0.925,0.66,NAT,OFF,1.0,RG
HDPE,0.956,0.2,MIX,EXT,HF,RP
HDPE,0.956,0.39,MIX,OFF,MEL,RG
HDPE,0.956,0.23,MIX,OFF,MEL,RG
HDPE,0.965,0.43,MIX,EXT,E,RG
HDPE,0.954,0.49,MIX,EXT,E,RG
HDPE,0.969,0.5,MIX,EXT,E,RG
HDPE,0.948,1.1,MIX,EXT,C,RG
HDPE,0.942,0.78,MIX,EXT,C,RG
HDPE,0.949,0.57,MIX,EXT,C,RG
HDPE,0.946,0.46,MIX,EXT,E,RG
HDPE,0.965,1.1,MIX,EXT,E,RG
HDPE,0.954,5.0,MIX,INJ,E,RG
HDPE,0.954,1.0,MIX,EXT,C,RG
HDPE,0.951,1.6,MIX,EXT,C,RG
HDPE,0.959,0.26,MIX,EXT,HF,RP
LDPE,0.938,0.76,MIX,EXT,S,RP
LDPE,0.936,0.71,MIX,EXT,S,RP
LDPE,0.932,0.65,MIX,EXT,S,RP
LDPE,0.932,0.66,MIX,EXT,S,RP
LDPE,0.932,0.74,MIX,EXT,S,RP
LDPE,0.938,0.63,MIX,EXT,S,RP
LDPE,0.938,0.54,MIX,EXT,S,RP
HDPE,0.92,1.5,BLU,EXT,1.0,RG
HDPE,0.962,0.3,MIX,EXT,HF,RP
HDPE,0.962,0.24,MIX,EXT,HF,RP
HDPE,0.962,0.29,MIX,EXT,HF,RP
HDPE,0.956,0.36,MIX,EXT,HF,RP
HDPE,0.965,0.21,MIX,EXT,HF,RP
HDPE,0.965,0.37,MIX,EXT,HF,RP
HDPE,0.949,0.3,MIX,EXT,1.0,RP
HDPE,0.965,0.51,MIX,EXT,HF,RP
HDPE,0.958,9.2,MIX,INJ,E,RG
MDPE,0.932,1.7,MIX,EXT,E,RG
MDPE,0.945,1.7,MIX,EXT,E,RG
HMW,0.956,10.0,BK,EXT,MEL,RG
HDPE,0.962,5.3,MIX,INJ,1.0,RG
HDPE,0.961,5.1,BK,INJ,1.0,RP
HDPE,0.965,3.9,BK,OFF,MEL,RP
HDPE,0.965,2.2,BK,OFF,MEL,RP
HDPE,0.961,0.93,BK,EXT,MEL,RP
HDPE,0.961,0.94,BK,EXT,MEL,RP
HDPE,0.942,0.15,MIX,EXT,MEL,RG
HDPE,0.956,0.25,MIX,EXT,MEL,RG
HDPE,0.956,0.27,MIX,EXT,MEL,RG
HDPE,0.949,6.4,MIX,INJ,1.0,RG
HDPE,0.937,0.74,MIX,EXT,1.0,RG
HDPE,0.958,0.34,MIX,EXT,1.0,RP
HDPE,0.956,1.4,MIX,OFF,1.0,RP
HDPE,0.952,2.3,MIX,OFF,1.0,RP
HDPE,0.942,0.79,MIX,EXT,C,RP
HDPE,0.955,0.39,MIX,EXT,1.0,RP
HDPE,0.969,0.69,MIX,EXT,E,RG
HDPE,0.956,0.49,MIX,EXT,E,RG
HDPE,0.956,0.34,MIX,OFF,C,RG
HDPE,0.965,0.37,MIX,EXT,E,RG
HDPE,0.961,0.69,MIX,EXT,C,RG
PE/PP,0.956,0.22,MIX,EXT,MEL,RG
HDPE,0.956,2.3,MIX,OFF,MEL,RG
HDPE,0.965,0.55,MIX,EXT,E,RG
HDPE,0.975,5.6,MIX,OFF,MEL,RG
HDPE,0.956,0.65,MIX,EXT,E,RG
HDPE,0.958,0.75,MIX,EXT,E,RG
HDPE,0.942,15.0,MIX,INJ,C,RG
HDPE,0.937,0.41,MIX,EXT,E,RG
HDPE,0.962,0.64,MIX,EXT,MEL,RG
HDPE,0.954,0.41,MIX,EXT,HF,RP
HDPE,0.968,0.25,MIX,EXT,HF,RP
HDPE,0.962,0.33,MIX,EXT,HF,RP
HDPE,0.965,0.48,BK,EXT,HF,RP
HDPE,0.965,0.35,BK,EXT,HF,RP
HDPE,0.965,0.4,BK,EXT,HF,RP
HDPE,0.965,0.36,BK,EXT,HF,RP
HDPE,0.965,0.35,BK,EXT,PUF,RP
HDPE,0.965,0.37,BK,EXT,MEL,RP
HDPE,0.965,0.46,BK,EXT,HF,RP
HDPE,0.965,0.31,BK,EXT,HF,RP
HDPE,0.965,0.42,BK,EXT,HF,RP
HDPE,0.965,0.44,BK,EXT,HF,RP
HDPE,0.965,0.41,BK,EXT,HF,RP
HDPE,0.965,0.39,BK,EXT,HF,RP
HDPE,0.952,0.29,MIX,EXT,MEL,RG
HDPE,0.956,0.82,MIX,EXT,MEL,RG
HDPE,0.973,0.57,MIX,EXT,E,RG
HDPE,0.969,0.61,MIX,EXT,E,RG
HDPE,0.969,0.35,MIX,EXT,E,RG
HDPE,0.974,0.3,MIX,EXT,HF,RP
HDPE,0.965,0.3,BK,EXT,HF,RP
HDPE,0.965,0.53,MIX,EXT,HF,RP
HDPE,0.961,0.2,MIX,EXT,E,RG
MDPE,0.942,4.2,MIX,INJ,MEL,RG
HDPE,0.96,0.26,MIX,EXT,HF,RP
HDPE,0.96,0.28,MIX,EXT,1.0,RP
HDPE,0.96,0.24,MIX,EXT,HF,RP
HDPE,0.958,0.37,MIX,EXT,HF,RP
LDPE,0.942,0.64,MIX,OFF,1.0,RG
LDPE,0.925,0.59,NAT,OFF,1.0,RG
HDPE,0.942,2.5,MIX,INJ,E,RG
HDPE,0.951,4.0,MIX,INJ,E,RG
HDPE,0.946,3.0,MIX,INJ,E,RG
HDPE,0.965,0.23,MIX,EXT,E,RG
LDPE,0.942,0.58,MIX,EXT,MEL,RG
LDPE,0.942,0.64,MIX,EXT,MEL,RG
HDPE,0.92,0.63,MIX,EXT,MEL,RG
HDPE,0.925,0.5,MIX,EXT,MEL,RG
HMW,0.956,11.0,MIX,EXT,E,RG
HMW,0.956,10.0,MIX,EXT,E,RG
LDPE,0.942,0.69,MIX,EXT,MEL,RG
HDPE,0.962,5.1,BK,INJ,1.0,RP
HDPE,0.958,4.3,BK,INJ,1.0,RP
HDPE,0.958,4.2,BK,INJ,C,RP
HDPE,0.958,4.1,BK,INJ,MEL,RP
MDPE,0.938,4.3,MIX,OFF,E,RG
HDPE,0.958,0.4,MIX,EXT,HF,RP
HDPE,0.961,0.16,MIX,EXT,HF,RP
HDPE,0.961,0.1,MIX,EXT,HF,RP
HMW,0.961,0.06,MIX,EXT,HF,RP
HMW,0.961,0.05,MIX,EXT,HF,RP
HDPE,0.961,0.4,MIX,EXT,HF,RP
HDPE,0.925,0.61,MIX,EXT,E,RG
HDPE,0.942,4.2,MIX,INJ,MEL,RG
LDPE,0.925,0.54,NAT,EXT,E,C
LDPE,0.975,5.5,MIX,INJ,CH,RG
LDPE,0.975,19.4,MIX,INJ,CH,RG
LDPE,0.975,21.0,MIX,INJ,CH,RG
HDPE,0.954,0.49,MIX,EXT,HF,RP
HDPE,0.954,0.53,MIX,EXT,HF,RP
HDPE,0.954,0.5,MIX,EXT,HF,RP
HDPE,0.954,0.56,MIX,EXT,HF,RP
HDPE,0.954,0.42,MIX,EXT,HF,RP
HDPE,0.954,0.44,MIX,EXT,HF,RP
HDPE,0.954,0.45,MIX,EXT,HF,RP
HDPE,0.954,0.36,MIX,EXT,HF,RP
HDPE,0.954,0.38,MIX,EXT,HF,RP
HDPE,0.954,0.32,MIX,EXT,HF,RP
HDPE,0.954,0.33,MIX,EXT,HF,RP
HDPE,0.951,0.54,MIX,EXT,HF,RP
HDPE,0.951,0.48,MIX,EXT,HF,RP
HDPE,0.951,0.44,MIX,EXT,HF,RP
HDPE,0.954,0.34,MIX,EXT,HF,RP
HMW,0.961,12.0,MIX,EXT,HF,RP
HDPE,0.956,0.74,MIX,EXT,HF,RP
HMW,0.956,7.0,MIX,EXT,HF,RP
LDPE,0.932,4.0,MIX,INJ,1.0,RP
HDPE,0.973,0.85,MIX,EXT,E,RG
HDPE,0.973,0.81,MIX,EXT,E,RG
HDPE,0.956,0.42,WH,EXT,E,RG
LDPE,0.932,7.9,WH,INJ,3.0,RG
HDPE,0.949,6.4,MIX,INJ,C,RG
HDPE,0.956,0.3,MIX,EXT,E,RG
HDPE,0.965,3.5,MIX,OFF,FO,RG
HDPE,0.946,5.2,MIX,INJ,FO,RG
HDPE,0.965,0.46,MIX,EXT,E,RG
HDPE,0.956,7.6,MIX,INJ,FO,RG
LDPE,0.965,1.0,MIX,OFF,MEL,RG
HDPE,0.969,2.7,MIX,OFF,FO,RG
HDPE,0.956,2.8,MIX,OFF,FO,RG
HDPE,0.973,12.1,MIX,INJ,FO,RG
HDPE,0.942,6.3,MIX,INJ,FO,RG
PE/PP,0.975,4.1,MIX,OFF,CH,RG
HMW,0.975,12.0,MIX,EXT,CH,RP
HDPE,0.972,4.5,MIX,OFF,1.0,RP
LDPE,0.937,14.8,MIX,INJ,1.0,RG
HDPE,0.938,7.6,MIX,INJ,E,RG
LDPE,0.961,20.0,MIX,INJ,CH,RP
LDPE,0.961,21.0,MIX,INJ,CH,RP
LDPE,0.961,19.0,MIX,INJ,CH,RP
HDPE,0.965,3.1,BLU,INJ,1.0,RG
HDPE,0.956,5.8,BK,INJ,1.0,RP
HDPE,0.956,5.6,BK,INJ,1.0,RP
HDPE,0.956,5.0,BK,INJ,EMB,RP
HDPE,0.956,5.9,BK,INJ,1.0,RP
HDPE,0.956,5.2,BK,INJ,1.0,RP
HDPE,0.956,6.3,BK,INJ,1.0,RP
HDPE,0.952,4.5,BK,INJ,1.0,RP
HDPE,0.952,3.9,BK,INJ,1.0,RP
HDPE,0.952,4.2,BK,INJ,1.0,RP
HDPE,0.952,4.0,BK,INJ,1.0,RP
HDPE,0.949,3.9,BK,INJ,1.0,RP
HDPE,0.952,3.0,BK,INJ,1.0,RP
HDPE,0.952,3.2,BK,INJ,1.0,RP
HDPE,0.954,3.0,BK,INJ,1.0,RP
HDPE,0.952,5.0,BK,INJ,1.0,RP
HDPE,0.952,4.7,BK,INJ,1.0,RP
HDPE,0.952,5.6,BK,INJ,1.0,RP
HDPE,0.952,4.7,BK,INJ,2.0,RP
HDPE,0.956,0.31,MIX,EXT,MEL,RG
HDPE,0.952,5.3,MIX,INJ,MEL,RG
HDPE,0.952,6.3,MIX,INJ,MEL,RG
HDPE,0.962,16.0,MIX,INJ,MEL,RG
HMW,0.975,14.0,MIX,EXT,CH,RP
HDPE,0.951,0.12,MIX,EXT,MEL,RP
HDPE,0.975,0.45,MIX,EXT,MEL,RP
HDPE,0.92,0.92,MIX,EXT,MEL,RP
HDPE,0.975,0.64,MIX,EXT,MEL,RP
HDPE,0.975,0.21,MIX,EXT,MEL,RP
HDPE,0.975,0.44,MIX,EXT,MEL,RP
HDPE,0.975,0.8,MIX,EXT,MEL,RP
HDPE,0.975,0.76,MIX,EXT,MEL,RP
HDPE,0.948,0.15,MIX,EXT,MEL,RP
HDPE,0.942,0.74,MIX,EXT,MEL,RP
LDPE,0.925,1.5,WH,OFF,2.0,RP
LDPE,0.925,0.61,MIX,EXT,1.0,RP
LDPE,0.925,9.3,GREYI,INJ,MEL,RP
LDPE,0.937,1.8,MIX,OFF,MEL,RP
HMW,0.975,12.0,YEL,EXT,E,RG
HDPE,0.975,0.41,MIX,EXT,CH,RG
HDPE,0.951,0.4,MIX,EXT,E,RG
HDPE,0.951,0.3,MIX,EXT,E,RG
HDPE,0.973,0.25,MIX,EXT,E,RG
HDPE,0.956,0.55,MIX,EXT,E,RG
HDPE,0.956,4.5,MIX,INJ,2.0,RG
HDPE,0.965,0.34,MIX,EXT,E,RG
HDPE,0.946,0.22,MIX,EXT,E,RG
HDPE,0.946,0.17,MIX,EXT,E,RG
HDPE,0.951,0.15,MIX,EXT,E,RG
HMW,0.961,10.0,MIX,EXT,HF,RP
HDPE,0.969,0.14,MIX,EXT,HF,RP
HDPE,0.975,0.13,MIX,EXT,CH,RP
HDPE,0.965,0.15,MIX,EXT,HF,RP
HDPE,0.965,0.17,MIX,EXT,HF,RP
HDPE,0.955,0.49,MIX,EXT,1.0,RP
HDPE,0.961,2.2,MIX,OFF,HF,RP
HDPE,0.925,6.0,MIX,INJ,C,RG
HDPE,0.92,5.8,MIX,INJ,C,RG
MDPE,0.952,7.0,MIX,INJ,1.0,RG
HDPE,0.969,0.2,MIX,EXT,HF,RP
HDPE,0.946,0.69,MIX,EXT,E,RG
HDPE,0.969,0.29,MIX,EXT,E,RG
HMW,0.975,19.0,MIX,EXT,E,RG
HDPE,0.965,0.19,MIX,EXT,2.0,RP
HDPE,0.975,0.29,MIX,EXT,CH,RP
HDPE,0.955,4.9,MIX,OFF,1.0,RP
HDPE,0.946,6.2,MIX,INJ,MEL,RG
MDPE,0.939,4.9,MIX,INJ,1.0,RG
